Block,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
140374,G35001300017013,350130017013,51,3
140375,G35001300017014,350130017014,62,5
140376,G35001300017021,350130017021,59,4
140377,G35001300017031,350130017031,32,2
140378,G35001300017032,350130017032,72,6
140379,G35001300017051,350130017051,76,7
140380,G35001300017052,350130017052,97,10
140381,G35001300017061,350130017061,87,8
140382,G35001300017062,350130017062,88,8
140383,G35001300017071,350130017071,88,8
140384,G35001300017072,350130017072,97,10
140385,G35001300017073,350130017073,94,9
140386,G35001300017074,350130017074,91,9
140387,G35001300018051,350130018051,94,9
140388,G35001300018052,350130018052,95,10
140389,G35001300018071,350130018071,98,10
140390,G35001300018081,350130018081,86,8
140391,G35001300018082,350130018082,78,7
140392,G35001300018091,350130018091,87,8
140393,G35001300018092,350130018092,87,8
140394,G35001300018101,350130018101,92,9
140395,G35001300018102,350130018102,92,9
140396,G35001300018103,350130018103,92,9
140397,G35001300018104,350130018104,92,9
140398,G35001300018111,350130018111,73,6
140399,G35001300018112,350130018112,70,6
140400,G35001300018121,350130018121,93,9
140401,G35001300018122,350130018122,93,9
140402,G35001300018123,350130018123,93,9
140403,G35001300018131,350130018131,86,8
140404,G35001300018132,350130018132,91,9
140405,G35001300018141,350130018141,87,8
140406,G35001300018142,350130018142,94,9
140407,G35001300018143,350130018143,88,8
140408,G35001300019001,350130019001,60,4
140409,G35001500001001,350150001001,66,5
140410,G35001500002001,350150002001,36,2
140411,G35001500002002,350150002002,53,3
140412,G35001500002003,350150002003,34,2
140413,G35001500002004,350150002004,28,1
140414,G35001500003001,350150003001,68,5
140415,G35001500003002,350150003002,63,5
140416,G35001500003003,350150003003,73,6
140417,G35001500003004,350150003004,39,2
140418,G35001500003005,350150003005,64,5
140419,G35001500004011,350150004011,73,6
140420,G35001500004012,350150004012,40,2
140421,G35001500004013,350150004013,78,7
140422,G35001500004021,350150004021,86,8
140423,G35001500004022,350150004022,86,8
140424,G35001500004023,350150004023,87,8
140425,G35001500004024,350150004024,81,7
140426,G35001500005001,350150005001,84,8
140427,G35001500005002,350150005002,80,7
140428,G35001500005003,350150005003,88,8
140429,G35001500006001,350150006001,66,5
140430,G35001500006002,350150006002,66,5
140431,G35001500006003,350150006003,66,5
140432,G35001500006004,350150006004,66,5
140433,G35001500007001,350150007001,60,4
140434,G35001500007002,350150007002,57,4
140435,G35001500007003,350150007003,62,5
140436,G35001500007004,350150007004,45,3
140437,G35001500008001,350150008001,53,3
140438,G35001500008002,350150008002,81,7
140439,G35001500009001,350150009001,60,4
140440,G35001500009002,350150009002,59,4
140441,G35001500009003,350150009003,57,4
140442,G35001500010011,350150010011,49,3
140443,G35001500010012,350150010012,54,4
140444,G35001500010021,350150010021,76,7
140445,G35001500010022,350150010022,76,7
140446,G35001500010023,350150010023,76,7
140447,G35001500010024,350150010024,76,7
140448,G35001500011001,350150011001,54,4
140449,G35001500011002,350150011002,54,4
140450,G35001500011003,350150011003,54,4
140451,G35001500011004,350150011004,54,4
140452,G35001500011005,350150011005,54,4
140453,G35001709641001,350179641001,57,4
140454,G35001709641002,350179641002,76,7
140455,G35001709642001,350179642001,74,6
140456,G35001709642002,350179642002,73,6
140457,G35001709643001,350179643001,86,8
140458,G35001709643002,350179643002,87,8
140459,G35001709643003,350179643003,78,7
140460,G35001709643004,350179643004,84,8
140461,G35001709644011,350179644011,94,9
140462,G35001709644012,350179644012,93,9
140463,G35001709644021,350179644021,94,9
140464,G35001709644022,350179644022,78,7
140465,G35001709645001,350179645001,79,7
140466,G35001709645002,350179645002,86,8
140467,G35001709645003,350179645003,91,9
140468,G35001709646001,350179646001,93,9
140469,G35001709646002,350179646002,94,9
140470,G35001709646003,350179646003,92,9
140471,G35001709646004,350179646004,93,9
140472,G35001709647011,350179647011,40,2
140473,G35001709647012,350179647012,54,4
140474,G35001709647021,350179647021,75,6
140475,G35001709647022,350179647022,71,6
140476,G35001709648001,350179648001,92,9
140477,G35001709648002,350179648002,94,9
140478,G35001909616001,350199616001, , 
140479,G35001909616002,350199616002,88,8
140480,G35001909616003,350199616003,90,9
140481,G35001909616004,350199616004,93,9
140482,G35002100001001,350210001001,93,9
140483,G35002309700001,350239700001,78,7
140484,G35002309702001,350239702001,98,10
140485,G35002309702002,350239702002,96,10
140486,G35002500001001,350250001001,85,8
140487,G35002500001002,350250001002,95,10
140488,G35002500001003,350250001003,86,8
140489,G35002500002001,350250002001,80,7
140490,G35002500002002,350250002002,73,6
140491,G35002500002003,350250002003,89,9
140492,G35002500003001,350250003001,95,10
140493,G35002500003002,350250003002,95,10
140494,G35002500003003,350250003003,95,10
140495,G35002500003004,350250003004,95,10
140496,G35002500004001,350250004001,92,9
140497,G35002500004002,350250004002,92,9
140498,G35002500004003,350250004003,92,9
140499,G35002500005021,350250005021,76,7
140500,G35002500005022,350250005022,76,7
140501,G35002500005023,350250005023,76,7
140502,G35002500005024,350250005024,76,7
140503,G35002500005025,350250005025,76,7
140504,G35002500005026,350250005026,76,7
140505,G35002500005031,350250005031,66,5
140506,G35002500005032,350250005032,66,5
140507,G35002500005033,350250005033,70,6
140508,G35002500005041,350250005041,41,2
140509,G35002500005042,350250005042,44,3
140510,G35002500005043,350250005043,32,2
140511,G35002500006001,350250006001,66,5
140512,G35002500006002,350250006002,66,5
140513,G35002500006003,350250006003,66,5
140514,G35002500006004,350250006004,66,5
140515,G35002500006005,350250006005,66,5
140516,G35002500006006,350250006006,66,5
140517,G35002500006007,350250006007,66,5
140518,G35002500007011,350250007011,62,5
140519,G35002500007021,350250007021,59,4
140520,G35002500007022,350250007022, , 
140521,G35002500007031,350250007031,31,1
140522,G35002500007032,350250007032,46,3
140523,G35002500007041,350250007041,73,6
140524,G35002500007042,350250007042,52,3
140525,G35002500008001,350250008001,76,7
140526,G35002500008002,350250008002,76,7
140527,G35002500008003,350250008003,77,7
140528,G35002500008004,350250008004,77,7
140529,G35002500009001,350250009001,84,8
140530,G35002500009002,350250009002,95,10
140531,G35002500009003,350250009003,85,8
140532,G35002500010031,350250010031,84,8
140533,G35002500010032,350250010032,86,8
140534,G35002500010033,350250010033,60,4
140535,G35002500010034,350250010034,67,5
140536,G35002500010041,350250010041,65,5
140537,G35002500010042,350250010042,61,4
140538,G35002500010043,350250010043,57,4
140539,G35002500010051,350250010051,84,8
140540,G35002500010052,350250010052,81,7
140541,G35002500010053,350250010053,83,8
140542,G35002500011001,350250011001,75,6
140543,G35002500011002,350250011002,87,8
140544,G35002500011003,350250011003,52,3
140545,G35002500011004,350250011004,64,5
140546,G35002500011005,350250011005,61,4
140547,G35002709602001,350279602001,70,6
140548,G35002709602002,350279602002,96,10
140549,G35002709603001,350279603001,56,4
140550,G35002709603002,350279603002,82,7
140551,G35002709603003,350279603003,59,4
140552,G35002709604011,350279604011,72,6
140553,G35002709604012,350279604012,76,7
140554,G35002709604021,350279604021,50,3
140555,G35002709604022,350279604022,49,3
140556,G35002709604031,350279604031,86,8
140557,G35002709604032,350279604032,86,8
140558,G35002709604033,350279604033,86,8
140559,G35002709604034,350279604034,86,8
140560,G35002709606011,350279606011,71,6
140561,G35002709606012,350279606012,71,6
140562,G35002709606013,350279606013,71,6
140563,G35002709606021,350279606021,36,2
140564,G35002709606022,350279606022,36,2
140565,G35002709606031,350279606031,53,3
140566,G35002709606032,350279606032,58,4
140567,G35002709606033,350279606033,59,4
140568,G35002709608001,350279608001,76,7
140569,G35002709608002,350279608002,84,8
140570,G35002800001001,350280001001,12,1
140571,G35002800001002,350280001002,22,1
140572,G35002800001003,350280001003,20,1
140573,G35002800002001,350280002001,43,2
140574,G35002800002002,350280002002,11,1
140575,G35002800002003,350280002003,16,1
140576,G35002800002004,350280002004,26,1
140577,G35002800004001,350280004001,38,2
140578,G35002800004002,350280004002,44,3
140579,G35002800004003,350280004003,45,3
140580,G35002800004004,350280004004,32,2
140581,G35002800005001,350280005001,31,1
140582,G35002800005002,350280005002,21,1
140583,G35002800005003,350280005003,19,1
140584,G35002800005004,350280005004,13,1
140585,G35002800005005,350280005005,22,1
140586,G35002800005006,350280005006,25,1
140587,G35002900001001,350290001001,89,9
140588,G35002900001002,350290001002,88,8
140589,G35002900001003,350290001003,94,9
140590,G35002900001004,350290001004,93,9
140591,G35002900002001,350290002001,85,8
140592,G35002900002002,350290002002,96,10
140593,G35002900002003,350290002003,75,6
140594,G35002900003001,350290003001,90,9
140595,G35002900003002,350290003002,85,8
140596,G35002900003003,350290003003,80,7
140597,G35002900004011,350290004011,92,9
140598,G35002900004012,350290004012,95,10
140599,G35002900004021,350290004021,90,9
140600,G35002900004022,350290004022,82,8
140601,G35002900005001,350290005001,86,8
140602,G35002900005002,350290005002,89,9
140603,G35002900005003,350290005003,93,9
140604,G35002900006001,350290006001,94,9
140605,G35002900006002,350290006002,98,10
140606,G35003109403011,350319403011,94,9
140607,G35003109403012,350319403012,92,9
140608,G35003109403021,350319403021,95,10
140609,G35003109403022,350319403022,99,10
140610,G35003109403023,350319403023,97,10
140611,G35003109405001,350319405001,92,9
140612,G35003109435001,350319435001,99,10
140613,G35003109435002,350319435002,99,10
140614,G35003109435003,350319435003,99,10
140615,G35003109436011,350319436011,100,10
140616,G35003109436012,350319436012,100,10
140617,G35003109436013,350319436013,100,10
140618,G35003109436021,350319436021,100,10
140619,G35003109436022,350319436022,87,8
140620,G35003109436023,350319436023,100,10
140621,G35003109437011,350319437011,100,10
140622,G35003109437012,350319437012,100,10
140623,G35003109437021,350319437021,94,9
140624,G35003109437022,350319437022,98,10
140625,G35003109438011,350319438011,100,10
140626,G35003109438021,350319438021,99,10
140627,G35003109438022,350319438022,100,10
140628,G35003109438031,350319438031,100,10
140629,G35003109438032,350319438032,100,10
140630,G35003109439031,350319439031,99,10
140631,G35003109439032,350319439032,99,10
140632,G35003109439041,350319439041,97,10
140633,G35003109439042,350319439042,97,10
140634,G35003109439051,350319439051,100,10
140635,G35003109439061,350319439061,99,10
140636,G35003109439071,350319439071,100,10
140637,G35003109440001,350319440001,98,10
140638,G35003109440002,350319440002,96,10
140639,G35003109452011,350319452011,88,8
140640,G35003109452012,350319452012,87,8
140641,G35003109452021,350319452021,90,9
140642,G35003109452022,350319452022,91,9
140643,G35003109453001,350319453001,82,8
140644,G35003109453002,350319453002,90,9
140645,G35003109454001,350319454001,79,7
140646,G35003109454002,350319454002,79,7
140647,G35003109454003,350319454003,78,7
140648,G35003109454004,350319454004,79,7
140649,G35003109455011,350319455011,54,4
140650,G35003109455021,350319455021,70,6
140651,G35003109455031,350319455031,56,4
140652,G35003109455032,350319455032,59,4
140653,G35003109455033,350319455033,57,4
140654,G35003109456011,350319456011,53,3
140655,G35003109456021,350319456021,100,10
140656,G35003109456022,350319456022,100,10
140657,G35003109456023,350319456023,100,10
140658,G35003109457011,350319457011,90,9
140659,G35003109457021,350319457021,100,10
140660,G35003109460011,350319460011,100,10
140661,G35003109460012,350319460012,100,10
140662,G35003109460021,350319460021,96,10
140663,G35003109460031,350319460031,100,10
140664,G35003109460032,350319460032,100,10
140665,G35003109731001,350319731001,65,5
140666,G35003109731002,350319731002,79,7
140667,G35003109800001,350319800001, , 
140668,G35003309552011,350339552011,87,8
140669,G35003309552012,350339552012,86,8
140670,G35003309552021,350339552021,93,9
140671,G35003309552022,350339552022,93,9
140672,G35003309552023,350339552023,93,9
140673,G35003500001001,350350001001,91,9
140674,G35003500001002,350350001002,94,9
140675,G35003500002001,350350002001,94,9
140676,G35003500002002,350350002002,90,9
140677,G35003500003031,350350003031,85,8
140678,G35003500003032,350350003032,89,9
140679,G35003500003041,350350003041,81,7
140680,G35003500003042,350350003042,67,5
140681,G35003500003043,350350003043,42,2
140682,G35003500003051,350350003051,93,9
140683,G35003500003052,350350003052,82,8
140684,G35003500003053,350350003053,87,8
140685,G35003500003054,350350003054,95,10
140686,G35003500003061,350350003061,66,5
140687,G35003500003062,350350003062,73,6
140688,G35003500003063,350350003063,77,7
140689,G35003500003064,350350003064,69,6
140690,G35003500004011,350350004011,77,7
140691,G35003500004012,350350004012,77,7
140692,G35003500004013,350350004013,77,7
140693,G35003500004014,350350004014,77,7
140694,G35003500004015,350350004015,77,7
140695,G35003500004031,350350004031,36,2
140696,G35003500004032,350350004032,43,2
140697,G35003500004041,350350004041,8,1
140698,G35003500004042,350350004042,71,6
140699,G35003500004043,350350004043,55,4
140700,G35003500004044,350350004044,77,7
140701,G35003500005011,350350005011,73,6
140702,G35003500005012,350350005012,87,8
140703,G35003500005013,350350005013,88,8
140704,G35003500005021,350350005021,97,10
140705,G35003500005022,350350005022,62,5
140706,G35003500006011,350350006011, , 
